Time,Retention
58.639,-0.0664382429798137
58.64,-0.0664389408609622
58.640999999,-0.0664396927483462
58.642,-0.0664404558518992
58.643,-0.0664411219269147
58.643999999,-0.0664418243713832
58.645,-0.0664425324716698
58.646,-0.0664432247968015
58.646999999,-0.0664438729472348
58.648,-0.0664445476681992
58.649,-0.0664451276183929
58.649999999,-0.0664458490863289
58.651,-0.0664465758483034
58.652,-0.0664473510716638
58.652999999,-0.0664482149041632
58.654,-0.0664489875223531
58.655,-0.0664496777676122
58.655999999,-0.0664503418979016
58.656999999,-0.0664510333515523
58.658,-0.0664517038494937
58.658999999,-0.0664524322787064
58.659999999,-0.0664531252714486
58.661,-0.0664538143548136
58.661999999,-0.0664544455768208
58.662999999,-0.0664552310029526
58.664,-0.0664559852525421
58.664999999,-0.0664567201925417
58.665999999,-0.0664573950507731
58.667,-0.0664580646743748
58.667999999,-0.0664586193917698
58.668999999,-0.0664594032020044
58.67,-0.0664601510474952
58.670999999,-0.0664609186043456
58.671999999,-0.066461689178006
58.673,-0.0664623646164338
58.673999999,-0.0664629974698234
58.674999999,-0.0664637136590208
58.676,-0.0664644248591035
58.676999999,-0.0664651265876456
58.677999999,-0.066465772937567
58.679,-0.0664664900373125
58.679999999,-0.0664671419912139
58.680999999,-0.0664677608598913
58.682,-0.0664684816990307
58.682999999,-0.0664692582612145
58.683999999,-0.0664700297561665
58.685,-0.0664706783464198
58.686,-0.0664713513988945
58.686999999,-0.0664718883826764
58.688,-0.0664725740393237
58.689,-0.0664733135283583
58.689999999,-0.0664740002188134
58.691,-0.066474771131698
58.692,-0.0664754442008729
